date,Primary J&J/Janssen dose,Primary mRNA dose 1,Primary mRNA dose 2,First original booster dose,Second original booster dose,First 2022 bivalent dose,First 2023 updated dose,Unknown/Other,Population,At_least_one_dose,Cumulative_one_dose,Two_doses,Cumulative_Full_Vax,Perc_Full_Vax
12/31/2022,0,19,15,0,0,683,0,4,2260800,19,2036071,15,1882405,83.26278309
1/1/2023,0,2,1,1,0,203,0,5,2260800,2,2036073,1,1882406,83.26282732
1/2/2023,0,63,78,2,8,1885,0,14,2260800,63,2036136,78,1882484,83.26627742
1/3/2023,2,160,126,6,4,2389,0,28,2260800,162,2036298,128,1882612,83.27193914
1/4/2023,1,175,201,2,1,2364,0,39,2260800,176,2036474,202,1882814,83.28087403
1/5/2023,0,140,106,9,6,2386,0,39,2260800,140,2036614,106,1882920,83.28556263
1/6/2023,1,162,169,3,5,3110,0,35,2260800,163,2036777,170,1883090,83.29308209
1/7/2023,3,62,75,2,5,1749,0,30,2260800,65,2036842,78,1883168,83.2965322
1/8/2023,1,20,15,1,3,856,0,13,2260800,21,2036863,16,1883184,83.29723992
1/9/2023,2,148,109,3,1,2547,0,45,2260800,150,2037013,111,1883295,83.30214968
1/10/2023,0,166,128,8,7,2154,0,48,2260800,166,2037179,128,1883423,83.30781139
1/11/2023,0,163,155,2,4,2000,0,41,2260800,163,2037342,155,1883578,83.31466737
1/12/2023,2,112,112,5,6,2110,0,32,2260800,114,2037456,114,1883692,83.31970984
1/13/2023,0,124,106,3,9,2563,0,35,2260800,124,2037580,106,1883798,83.32439844
1/14/2023,0,49,50,2,7,1478,0,20,2260800,49,2037629,50,1883848,83.32661005
1/15/2023,6,14,12,0,0,698,0,14,2260800,20,2037649,18,1883866,83.32740623
1/16/2023,1,56,41,6,0,903,0,22,2260800,57,2037706,42,1883908,83.32926398
1/17/2023,2,114,116,0,3,1621,0,27,2260800,116,2037822,118,1884026,83.33448337
1/18/2023,1,135,159,5,4,1630,0,32,2260800,136,2037958,160,1884186,83.34156051
1/19/2023,1,103,107,6,3,1403,0,31,2260800,104,2038062,108,1884294,83.34633758
1/20/2023,1,112,123,5,3,1755,0,42,2260800,113,2038175,124,1884418,83.35182236
1/21/2023,0,24,41,2,1,865,0,14,2260800,24,2038199,41,1884459,83.35363588
1/22/2023,0,13,10,1,2,344,0,12,2260800,13,2038212,10,1884469,83.3540782
1/23/2023,1,119,83,3,3,1432,0,37,2260800,120,2038332,84,1884553,83.3577937
1/24/2023,0,94,72,4,3,1179,0,36,2260800,94,2038426,72,1884625,83.36097841
1/25/2023,1,117,157,4,2,1334,0,26,2260800,118,2038544,158,1884783,83.36796709
1/26/2023,1,92,88,2,6,1209,0,17,2260800,93,2038637,89,1884872,83.37190375
1/27/2023,0,90,108,5,7,1356,0,23,2260800,90,2038727,108,1884980,83.37668082
1/28/2023,0,29,42,0,2,612,0,12,2260800,29,2038756,42,1885022,83.37853857
1/29/2023,0,7,8,1,5,324,0,13,2260800,7,2038763,8,1885030,83.37889243
1/30/2023,1,90,81,3,5,1135,0,31,2260800,91,2038854,82,1885112,83.38251946
1/31/2023,1,76,77,4,2,1070,0,27,2260800,77,2038931,78,1885190,83.38596957
2/1/2023,1,108,149,3,1,1115,0,48,2260800,109,2039040,150,1885340,83.39260439
2/2/2023,2,95,70,3,3,1000,0,40,2260800,97,2039137,72,1885412,83.3957891
2/3/2023,1,82,125,7,0,1378,0,39,2260800,83,2039220,126,1885538,83.40136235
2/4/2023,5,30,49,3,0,617,0,21,2260800,35,2039255,54,1885592,83.40375088
2/5/2023,0,7,5,2,1,334,0,12,2260800,7,2039262,5,1885597,83.40397205
2/6/2023,2,90,85,4,3,1085,0,26,2260800,92,2039354,87,1885684,83.40782024
2/7/2023,3,93,90,1,2,983,0,32,2260800,96,2039450,93,1885777,83.41193383
2/8/2023,1,106,161,2,4,986,0,27,2260800,107,2039557,162,1885939,83.41909943
2/9/2023,3,91,71,0,3,939,0,30,2260800,94,2039651,74,1886013,83.42237261
2/10/2023,0,97,99,2,3,1219,0,46,2260800,97,2039748,99,1886112,83.42675159
2/11/2023,0,33,38,1,1,482,0,11,2260800,33,2039781,38,1886150,83.42843241
2/12/2023,0,6,8,0,0,182,0,9,2260800,6,2039787,8,1886158,83.42878627
2/13/2023,1,82,67,10,2,915,0,29,2260800,83,2039870,68,1886226,83.43179406
2/14/2023,0,66,78,0,0,735,0,35,2260800,66,2039936,78,1886304,83.43524416
2/15/2023,0,98,135,2,2,905,0,25,2260800,98,2040034,135,1886439,83.4412155
2/16/2023,5,89,66,3,0,834,0,28,2260800,94,2040128,71,1886510,83.44435598
2/17/2023,0,77,77,0,3,969,0,33,2260800,77,2040205,77,1886587,83.44776185
2/18/2023,0,15,26,3,0,403,0,12,2260800,15,2040220,26,1886613,83.44891189
2/19/2023,0,5,7,0,0,192,0,8,2260800,5,2040225,7,1886620,83.44922151
2/20/2023,0,44,27,5,5,541,0,20,2260800,44,2040269,27,1886647,83.45041578
2/21/2023,0,80,68,1,2,702,0,21,2260800,80,2040349,68,1886715,83.45342357
2/22/2023,0,72,119,5,2,745,0,30,2260800,72,2040421,119,1886834,83.45868719
2/23/2023,0,58,58,5,2,684,0,32,2260800,58,2040479,58,1886892,83.46125265
2/24/2023,0,75,89,3,1,809,0,24,2260800,75,2040554,89,1886981,83.46518931
2/25/2023,1,12,33,0,1,332,0,8,2260800,13,2040567,34,1887015,83.46669321
2/26/2023,0,10,17,0,0,172,0,8,2260800,10,2040577,17,1887032,83.46744515
2/27/2023,4,69,70,3,0,820,0,25,2260800,73,2040650,74,1887106,83.47071833
2/28/2023,0,100,91,1,0,727,0,35,2260800,100,2040750,91,1887197,83.47474345
3/1/2023,2,92,121,5,1,690,0,27,2260800,94,2040844,123,1887320,83.48018401
3/2/2023,2,76,65,3,1,691,0,25,2260800,78,2040922,67,1887387,83.48314756
3/3/2023,0,99,85,4,7,886,0,39,2260800,99,2041021,85,1887472,83.48690729
3/4/2023,0,25,16,0,4,359,0,17,2260800,25,2041046,16,1887488,83.487615
3/5/2023,0,15,6,3,0,150,0,12,2260800,15,2041061,6,1887494,83.4878804
3/6/2023,0,79,68,1,0,715,0,30,2260800,79,2041140,68,1887562,83.49088818
3/7/2023,0,82,74,2,2,618,0,31,2260800,82,2041222,74,1887636,83.49416136
3/8/2023,0,69,119,2,5,639,0,27,2260800,69,2041291,119,1887755,83.49942498
3/9/2023,0,78,56,4,2,723,0,28,2260800,78,2041369,56,1887811,83.50190198
3/10/2023,0,88,61,1,1,826,0,47,2260800,88,2041457,61,1887872,83.50460014
3/11/2023,1,31,32,1,1,408,0,26,2260800,32,2041489,33,1887905,83.5060598
3/12/2023,2,10,9,0,0,171,0,14,2260800,12,2041501,11,1887916,83.50654636
3/13/2023,2,70,43,1,0,702,0,25,2260800,72,2041573,45,1887961,83.5085368
3/14/2023,0,79,73,1,2,608,0,16,2260800,79,2041652,73,1888034,83.51176575
3/15/2023,0,77,94,3,1,622,0,36,2260800,77,2041729,94,1888128,83.51592357
3/16/2023,2,72,75,2,1,553,0,31,2260800,74,2041803,77,1888205,83.51932944
3/17/2023,0,69,89,1,4,694,0,35,2260800,69,2041872,89,1888294,83.5232661
3/18/2023,0,20,13,0,0,259,0,15,2260800,20,2041892,13,1888307,83.52384112
3/19/2023,0,14,9,0,0,127,0,7,2260800,14,2041906,9,1888316,83.52423921
3/20/2023,0,48,41,4,1,703,0,31,2260800,48,2041954,41,1888357,83.52605272
3/21/2023,0,82,69,2,1,602,0,28,2260800,82,2042036,69,1888426,83.52910474
3/22/2023,1,84,112,4,2,669,0,29,2260800,85,2042121,113,1888539,83.53410297
3/23/2023,0,86,52,0,2,604,0,38,2260800,86,2042207,52,1888591,83.53640304
3/24/2023,0,76,80,1,0,692,0,46,2260800,76,2042283,80,1888671,83.53994161
3/25/2023,0,12,25,4,1,293,0,26,2260800,12,2042295,25,1888696,83.54104742
3/26/2023,0,10,7,0,0,152,0,6,2260800,10,2042305,7,1888703,83.54135704
3/27/2023,0,58,51,6,2,656,0,37,2260800,58,2042363,51,1888754,83.54361288
3/28/2023,1,62,67,6,0,566,0,40,2260800,63,2042426,68,1888822,83.54662067
3/29/2023,0,81,98,1,1,615,0,45,2260800,81,2042507,98,1888920,83.55095541
3/30/2023,1,77,66,0,3,546,0,44,2260800,78,2042585,67,1888987,83.55391897
3/31/2023,0,70,52,3,1,738,0,35,2260800,70,2042655,52,1889039,83.55621904
4/1/2023,0,21,19,0,1,289,0,13,2260800,21,2042676,19,1889058,83.55705945
4/2/2023,0,21,9,2,1,135,0,13,2260800,21,2042697,9,1889067,83.55745754
4/3/2023,0,45,59,1,1,554,0,35,2260800,45,2042742,59,1889126,83.56006723
4/4/2023,1,68,59,0,0,561,0,32,2260800,69,2042811,60,1889186,83.56272116
4/5/2023,0,81,84,1,3,546,0,33,2260800,81,2042892,84,1889270,83.56643666
4/6/2023,2,53,48,0,3,556,0,30,2260800,55,2042947,50,1889320,83.56864827
4/7/2023,0,55,48,1,2,579,0,50,2260800,55,2043002,48,1889368,83.57077141
4/8/2023,0,15,14,1,2,215,0,23,2260800,15,2043017,14,1889382,83.57139066
4/9/2023,0,7,7,4,3,61,0,7,2260800,7,2043024,7,1889389,83.57170028
4/10/2023,0,69,55,3,0,566,0,33,2260800,69,2043093,55,1889444,83.57413305
4/11/2023,0,63,47,2,0,562,0,33,2260800,63,2043156,47,1889491,83.57621196
4/12/2023,0,71,52,3,1,521,0,45,2260800,71,2043227,52,1889543,83.57851203
4/13/2023,0,44,56,1,1,523,0,30,2260800,44,2043271,56,1889599,83.58098903
4/14/2023,0,58,58,1,3,581,0,37,2260800,58,2043329,58,1889657,83.58355449
4/15/2023,0,16,13,1,1,227,0,23,2260800,16,2043345,13,1889670,83.58412951
4/16/2023,0,9,5,0,0,103,0,8,2260800,9,2043354,5,1889675,83.58435067
4/17/2023,2,80,51,2,2,552,0,35,2260800,82,2043436,53,1889728,83.58669498
4/18/2023,0,51,41,2,1,518,0,54,2260800,51,2043487,41,1889769,83.58850849
4/19/2023,0,0,0,0,0,546,0,145,2260800,0,2043487,0,1889769,83.58850849
4/20/2023,0,0,0,0,0,534,0,615,2260800,0,2043487,0,1889769,83.58850849
4/21/2023,0,0,0,0,0,636,0,868,2260800,0,2043487,0,1889769,83.58850849
4/22/2023,0,0,0,0,0,220,0,553,2260800,0,2043487,0,1889769,83.58850849
4/23/2023,0,0,0,0,0,127,0,295,2260800,0,2043487,0,1889769,83.58850849
4/24/2023,0,0,0,0,0,633,0,974,2260800,0,2043487,0,1889769,83.58850849
4/25/2023,0,0,0,1,0,582,0,868,2260800,0,2043487,0,1889769,83.58850849
4/26/2023,0,0,0,0,0,677,0,915,2260800,0,2043487,0,1889769,83.58850849
4/27/2023,0,0,0,0,0,558,0,877,2260800,0,2043487,0,1889769,83.58850849
4/28/2023,0,0,0,0,0,617,0,945,2260800,0,2043487,0,1889769,83.58850849
4/29/2023,0,0,0,0,0,211,0,428,2260800,0,2043487,0,1889769,83.58850849
4/30/2023,0,0,0,0,0,137,0,245,2260800,0,2043487,0,1889769,83.58850849
5/1/2023,0,0,0,0,0,625,0,884,2260800,0,2043487,0,1889769,83.58850849
5/2/2023,0,0,0,0,0,679,0,1048,2260800,0,2043487,0,1889769,83.58850849
5/3/2023,0,0,0,0,0,690,0,1252,2260800,0,2043487,0,1889769,83.58850849
5/4/2023,0,0,0,2,0,626,0,1249,2260800,0,2043487,0,1889769,83.58850849
5/5/2023,0,0,0,0,0,754,0,1328,2260800,0,2043487,0,1889769,83.58850849
5/6/2023,0,0,0,0,0,268,0,549,2260800,0,2043487,0,1889769,83.58850849
5/7/2023,0,0,0,1,0,177,0,381,2260800,0,2043487,0,1889769,83.58850849
5/8/2023,0,0,0,0,0,601,0,1150,2260800,0,2043487,0,1889769,83.58850849
5/9/2023,0,0,0,1,0,661,0,1224,2260800,0,2043487,0,1889769,83.58850849
5/10/2023,0,0,0,0,0,776,0,1114,2260800,0,2043487,0,1889769,83.58850849
5/11/2023,0,0,0,0,0,589,0,1140,2260800,0,2043487,0,1889769,83.58850849
5/12/2023,0,0,0,0,0,618,0,969,2260800,0,2043487,0,1889769,83.58850849
5/13/2023,0,0,1,1,0,165,0,289,2260800,0,2043487,1,1889770,83.58855272
5/14/2023,0,0,0,0,0,54,0,97,2260800,0,2043487,0,1889770,83.58855272
5/15/2023,0,0,0,0,0,542,0,797,2260800,0,2043487,0,1889770,83.58855272
5/16/2023,0,0,0,0,0,544,0,800,2260800,0,2043487,0,1889770,83.58855272
5/17/2023,0,0,0,0,0,662,0,767,2260800,0,2043487,0,1889770,83.58855272
5/18/2023,0,0,0,0,0,437,0,601,2260800,0,2043487,0,1889770,83.58855272
5/19/2023,0,0,0,0,0,560,0,754,2260800,0,2043487,0,1889770,83.58855272
5/20/2023,0,0,0,0,0,186,0,293,2260800,0,2043487,0,1889770,83.58855272
5/21/2023,0,0,0,0,0,88,0,104,2260800,0,2043487,0,1889770,83.58855272
5/22/2023,0,0,0,0,0,582,0,786,2260800,0,2043487,0,1889770,83.58855272
5/23/2023,0,0,1,0,0,576,0,792,2260800,0,2043487,1,1889771,83.58859696
5/24/2023,0,0,0,0,0,600,0,750,2260800,0,2043487,0,1889771,83.58859696
5/25/2023,0,0,0,0,0,567,0,648,2260800,0,2043487,0,1889771,83.58859696
5/26/2023,0,0,0,0,0,642,0,749,2260800,0,2043487,0,1889771,83.58859696
5/27/2023,0,0,0,0,0,160,0,245,2260800,0,2043487,0,1889771,83.58859696
5/28/2023,0,0,0,0,0,89,0,140,2260800,0,2043487,0,1889771,83.58859696
5/29/2023,0,0,0,0,1,33,0,77,2260800,0,2043487,0,1889771,83.58859696
5/30/2023,0,0,0,0,0,539,0,751,2260800,0,2043487,0,1889771,83.58859696
5/31/2023,0,0,0,0,0,548,0,893,2260800,0,2043487,0,1889771,83.58859696
6/1/2023,0,0,0,0,0,522,0,652,2260800,0,2043487,0,1889771,83.58859696
6/2/2023,0,0,0,0,0,547,0,684,2260800,0,2043487,0,1889771,83.58859696
6/3/2023,0,0,0,0,0,177,0,321,2260800,0,2043487,0,1889771,83.58859696
6/4/2023,0,0,0,0,0,67,0,100,2260800,0,2043487,0,1889771,83.58859696
6/5/2023,0,0,0,0,0,566,0,591,2260800,0,2043487,0,1889771,83.58859696
6/6/2023,0,0,0,0,0,558,0,600,2260800,0,2043487,0,1889771,83.58859696
6/7/2023,0,0,0,0,0,528,0,523,2260800,0,2043487,0,1889771,83.58859696
6/8/2023,0,0,0,0,0,447,0,518,2260800,0,2043487,0,1889771,83.58859696
6/9/2023,0,0,0,0,0,533,0,573,2260800,0,2043487,0,1889771,83.58859696
6/10/2023,0,0,0,0,0,190,0,181,2260800,0,2043487,0,1889771,83.58859696
6/11/2023,0,0,0,0,0,102,0,109,2260800,0,2043487,0,1889771,83.58859696
6/12/2023,0,0,0,0,1,508,0,504,2260800,0,2043487,0,1889771,83.58859696
6/13/2023,0,0,1,0,0,529,0,619,2260800,0,2043487,1,1889772,83.58864119
6/14/2023,0,0,0,0,0,535,0,583,2260800,0,2043487,0,1889772,83.58864119
6/15/2023,0,0,0,1,0,499,0,644,2260800,0,2043487,0,1889772,83.58864119
6/16/2023,0,0,0,0,1,495,0,526,2260800,0,2043487,0,1889772,83.58864119
6/17/2023,0,0,0,3,0,144,0,135,2260800,0,2043487,0,1889772,83.58864119
6/18/2023,0,0,0,0,0,83,0,77,2260800,0,2043487,0,1889772,83.58864119
6/19/2023,0,0,0,1,0,438,0,376,2260800,0,2043487,0,1889772,83.58864119
6/20/2023,0,0,0,0,0,469,0,430,2260800,0,2043487,0,1889772,83.58864119
6/21/2023,0,0,0,0,1,481,0,434,2260800,0,2043487,0,1889772,83.58864119
6/22/2023,0,0,0,0,0,386,0,436,2260800,0,2043487,0,1889772,83.58864119
6/23/2023,0,0,0,2,0,472,0,451,2260800,0,2043487,0,1889772,83.58864119
6/24/2023,0,0,0,0,0,110,0,151,2260800,0,2043487,0,1889772,83.58864119
6/25/2023,0,0,0,0,0,56,0,45,2260800,0,2043487,0,1889772,83.58864119
6/26/2023,0,0,0,0,0,455,0,376,2260800,0,2043487,0,1889772,83.58864119
6/27/2023,0,0,0,0,0,438,0,410,2260800,0,2043487,0,1889772,83.58864119
6/28/2023,0,0,0,0,0,390,0,373,2260800,0,2043487,0,1889772,83.58864119
6/29/2023,0,0,0,1,0,422,0,375,2260800,0,2043487,0,1889772,83.58864119
6/30/2023,0,0,0,0,0,486,0,439,2260800,0,2043487,0,1889772,83.58864119
7/1/2023,0,0,0,0,0,92,0,124,2260800,0,2043487,0,1889772,83.58864119
7/2/2023,0,0,0,0,0,58,0,65,2260800,0,2043487,0,1889772,83.58864119
7/3/2023,0,0,0,0,0,340,0,298,2260800,0,2043487,0,1889772,83.58864119
7/4/2023,0,0,0,0,0,7,0,22,2260800,0,2043487,0,1889772,83.58864119
7/5/2023,0,0,0,0,0,351,0,340,2260800,0,2043487,0,1889772,83.58864119
7/6/2023,0,0,0,0,0,413,0,302,2260800,0,2043487,0,1889772,83.58864119
7/7/2023,0,0,0,0,0,392,0,346,2260800,0,2043487,0,1889772,83.58864119
7/8/2023,0,0,0,0,0,75,0,96,2260800,0,2043487,0,1889772,83.58864119
7/9/2023,0,0,0,0,0,52,0,61,2260800,0,2043487,0,1889772,83.58864119
7/10/2023,0,0,0,0,0,376,0,318,2260800,0,2043487,0,1889772,83.58864119
7/11/2023,0,0,0,0,0,339,0,321,2260800,0,2043487,0,1889772,83.58864119
7/12/2023,0,0,0,0,0,394,0,298,2260800,0,2043487,0,1889772,83.58864119
7/13/2023,0,0,0,0,0,361,0,276,2260800,0,2043487,0,1889772,83.58864119
7/14/2023,0,0,0,0,0,384,0,271,2260800,0,2043487,0,1889772,83.58864119
7/15/2023,0,0,0,0,0,110,0,81,2260800,0,2043487,0,1889772,83.58864119
7/16/2023,0,0,0,0,0,32,0,36,2260800,0,2043487,0,1889772,83.58864119
7/17/2023,0,0,0,0,0,401,0,277,2260800,0,2043487,0,1889772,83.58864119
7/18/2023,0,0,0,0,0,365,0,312,2260800,0,2043487,0,1889772,83.58864119
7/19/2023,0,0,0,0,1,341,0,285,2260800,0,2043487,0,1889772,83.58864119
7/20/2023,0,0,0,0,0,285,0,264,2260800,0,2043487,0,1889772,83.58864119
7/21/2023,0,0,0,0,0,331,0,288,2260800,0,2043487,0,1889772,83.58864119
7/22/2023,0,0,0,0,0,86,0,68,2260800,0,2043487,0,1889772,83.58864119
7/23/2023,0,0,0,0,0,24,0,28,2260800,0,2043487,0,1889772,83.58864119
7/24/2023,0,0,0,0,0,387,0,289,2260800,0,2043487,0,1889772,83.58864119
7/25/2023,0,0,0,0,0,352,0,317,2260800,0,2043487,0,1889772,83.58864119
7/26/2023,0,0,0,0,0,361,0,201,2260800,0,2043487,0,1889772,83.58864119
7/27/2023,0,0,0,0,0,331,0,270,2260800,0,2043487,0,1889772,83.58864119
7/28/2023,0,0,0,0,0,357,0,293,2260800,0,2043487,0,1889772,83.58864119
7/29/2023,0,0,0,0,0,130,0,118,2260800,0,2043487,0,1889772,83.58864119
7/30/2023,0,0,0,0,0,28,0,46,2260800,0,2043487,0,1889772,83.58864119
7/31/2023,0,0,0,0,0,339,0,338,2260800,0,2043487,0,1889772,83.58864119
8/1/2023,0,0,0,0,0,366,0,333,2260800,0,2043487,0,1889772,83.58864119
8/2/2023,0,0,0,0,0,330,0,280,2260800,0,2043487,0,1889772,83.58864119
8/3/2023,0,0,0,0,0,334,0,334,2260800,0,2043487,0,1889772,83.58864119
8/4/2023,0,0,0,0,0,368,0,337,2260800,0,2043487,0,1889772,83.58864119
8/5/2023,0,0,0,0,0,105,0,106,2260800,0,2043487,0,1889772,83.58864119
8/6/2023,0,0,0,0,0,30,0,51,2260800,0,2043487,0,1889772,83.58864119
8/7/2023,0,0,0,0,0,326,0,377,2260800,0,2043487,0,1889772,83.58864119
8/8/2023,0,0,0,0,0,359,0,395,2260800,0,2043487,0,1889772,83.58864119
8/9/2023,0,0,0,0,0,338,0,377,2260800,0,2043487,0,1889772,83.58864119
8/10/2023,0,0,0,0,0,312,0,368,2260800,0,2043487,0,1889772,83.58864119
8/11/2023,0,0,0,0,0,377,0,307,2260800,0,2043487,0,1889772,83.58864119
8/12/2023,0,0,0,0,0,92,0,101,2260800,0,2043487,0,1889772,83.58864119
8/13/2023,0,0,0,0,0,56,0,77,2260800,0,2043487,0,1889772,83.58864119
8/14/2023,0,0,0,0,0,421,0,302,2260800,0,2043487,0,1889772,83.58864119
8/15/2023,0,0,0,0,0,392,0,274,2260800,0,2043487,0,1889772,83.58864119
8/16/2023,0,0,0,0,0,353,0,257,2260800,0,2043487,0,1889772,83.58864119
8/17/2023,0,0,0,0,0,356,0,248,2260800,0,2043487,0,1889772,83.58864119
8/18/2023,0,0,0,0,0,325,0,303,2260800,0,2043487,0,1889772,83.58864119
8/19/2023,0,0,0,0,0,160,0,128,2260800,0,2043487,0,1889772,83.58864119
8/20/2023,0,0,0,0,0,71,0,72,2260800,0,2043487,0,1889772,83.58864119
8/21/2023,0,0,0,0,0,348,0,288,2260800,0,2043487,0,1889772,83.58864119
8/22/2023,0,0,0,0,0,365,0,271,2260800,0,2043487,0,1889772,83.58864119
8/23/2023,0,0,0,0,0,352,0,231,2260800,0,2043487,0,1889772,83.58864119
8/24/2023,0,0,0,0,0,363,0,238,2260800,0,2043487,0,1889772,83.58864119
8/25/2023,0,0,0,0,0,298,0,189,2260800,0,2043487,0,1889772,83.58864119
8/26/2023,0,0,0,0,0,88,0,71,2260800,0,2043487,0,1889772,83.58864119
8/27/2023,0,0,0,0,0,87,0,48,2260800,0,2043487,0,1889772,83.58864119
8/28/2023,0,0,0,0,0,281,0,262,2260800,0,2043487,0,1889772,83.58864119
8/29/2023,0,0,0,0,0,376,0,229,2260800,0,2043487,0,1889772,83.58864119
8/30/2023,0,0,0,0,0,340,0,206,2260800,0,2043487,0,1889772,83.58864119
8/31/2023,0,0,0,1,0,281,0,163,2260800,0,2043487,0,1889772,83.58864119
9/1/2023,0,0,0,0,0,309,0,232,2260800,0,2043487,0,1889772,83.58864119
9/2/2023,0,0,0,0,0,110,0,86,2260800,0,2043487,0,1889772,83.58864119
9/3/2023,0,0,0,0,0,53,0,58,2260800,0,2043487,0,1889772,83.58864119
9/4/2023,0,0,0,0,0,20,0,14,2260800,0,2043487,0,1889772,83.58864119
9/5/2023,0,0,0,0,0,286,0,245,2260800,0,2043487,0,1889772,83.58864119
9/6/2023,0,0,0,0,0,277,0,225,2260800,0,2043487,0,1889772,83.58864119
9/7/2023,0,0,0,1,1,270,0,214,2260800,0,2043487,0,1889772,83.58864119
9/8/2023,0,0,0,1,0,277,0,198,2260800,0,2043487,0,1889772,83.58864119
9/9/2023,0,0,0,0,0,70,0,58,2260800,0,2043487,0,1889772,83.58864119
9/10/2023,0,0,0,0,0,46,0,30,2260800,0,2043487,0,1889772,83.58864119
9/11/2023,0,0,0,0,1,165,5,134,2260800,0,2043487,0,1889772,83.58864119
9/12/2023,0,0,0,0,1,0,35,2,2260800,0,2043487,0,1889772,83.58864119
9/13/2023,0,0,0,0,0,0,14,1,2260800,0,2043487,0,1889772,83.58864119
9/14/2023,0,0,0,0,0,0,11,0,2260800,0,2043487,0,1889772,83.58864119
9/15/2023,0,0,0,0,0,0,36,0,2260800,0,2043487,0,1889772,83.58864119
9/16/2023,0,0,0,0,0,0,170,0,2260800,0,2043487,0,1889772,83.58864119
9/17/2023,0,0,0,0,0,0,126,0,2260800,0,2043487,0,1889772,83.58864119
9/18/2023,0,0,0,0,0,0,1225,1,2260800,0,2043487,0,1889772,83.58864119
9/19/2023,0,0,1,1,0,0,1337,0,2260800,0,2043487,1,1889773,83.58868542
9/20/2023,0,0,0,0,0,0,1608,0,2260800,0,2043487,0,1889773,83.58868542
9/21/2023,0,0,1,0,0,0,2415,0,2260800,0,2043487,1,1889774,83.58872965
9/22/2023,0,0,0,0,0,0,3065,0,2260800,0,2043487,0,1889774,83.58872965
9/23/2023,0,0,0,0,0,0,3130,0,2260800,0,2043487,0,1889774,83.58872965
9/24/2023,0,0,0,0,0,0,2336,0,2260800,0,2043487,0,1889774,83.58872965
9/25/2023,0,0,0,0,0,0,4722,0,2260800,0,2043487,0,1889774,83.58872965
9/26/2023,0,0,0,0,1,0,5120,0,2260800,0,2043487,0,1889774,83.58872965
9/27/2023,0,0,0,0,0,0,5309,1,2260800,0,2043487,0,1889774,83.58872965
9/28/2023,0,0,0,0,0,0,6550,1,2260800,0,2043487,0,1889774,83.58872965
9/29/2023,0,0,0,0,0,0,7101,1,2260800,0,2043487,0,1889774,83.58872965
9/30/2023,0,0,0,0,0,0,5087,0,2260800,0,2043487,0,1889774,83.58872965
10/1/2023,0,0,0,0,0,0,3348,0,2260800,0,2043487,0,1889774,83.58872965
10/2/2023,0,0,0,0,0,0,8123,0,2260800,0,2043487,0,1889774,83.58872965
10/3/2023,0,0,0,1,0,0,8968,0,2260800,0,2043487,0,1889774,83.58872965
10/4/2023,0,0,0,0,0,0,9555,0,2260800,0,2043487,0,1889774,83.58872965
10/5/2023,0,0,0,0,0,0,9857,0,2260800,0,2043487,0,1889774,83.58872965
10/6/2023,0,0,0,0,0,0,10092,0,2260800,0,2043487,0,1889774,83.58872965
10/7/2023,0,0,0,0,0,0,6316,0,2260800,0,2043487,0,1889774,83.58872965
10/8/2023,0,0,0,0,0,0,3993,0,2260800,0,2043487,0,1889774,83.58872965
10/9/2023,0,0,0,0,0,0,10138,0,2260800,0,2043487,0,1889774,83.58872965
10/10/2023,0,0,0,0,0,0,10056,0,2260800,0,2043487,0,1889774,83.58872965
10/11/2023,0,0,0,0,0,0,9733,0,2260800,0,2043487,0,1889774,83.58872965
10/12/2023,0,0,0,0,0,0,10488,0,2260800,0,2043487,0,1889774,83.58872965
10/13/2023,0,0,0,0,0,0,12164,0,2260800,0,2043487,0,1889774,83.58872965
10/14/2023,0,0,0,0,0,0,6123,0,2260800,0,2043487,0,1889774,83.58872965
10/15/2023,0,0,0,0,0,0,6454,0,2260800,0,2043487,0,1889774,83.58872965
10/16/2023,0,0,0,0,0,0,10364,0,2260800,0,2043487,0,1889774,83.58872965
10/17/2023,0,0,0,0,0,0,9836,0,2260800,0,2043487,0,1889774,83.58872965
10/18/2023,0,0,0,0,0,0,10334,0,2260800,0,2043487,0,1889774,83.58872965
10/19/2023,0,0,0,0,0,0,9948,0,2260800,0,2043487,0,1889774,83.58872965
10/20/2023,0,0,0,0,0,0,10394,0,2260800,0,2043487,0,1889774,83.58872965
10/21/2023,0,0,0,0,0,0,7067,0,2260800,0,2043487,0,1889774,83.58872965
10/22/2023,0,0,0,0,0,0,2945,0,2260800,0,2043487,0,1889774,83.58872965
10/23/2023,0,0,0,0,0,0,9675,0,2260800,0,2043487,0,1889774,83.58872965
10/24/2023,0,0,0,0,0,0,9534,0,2260800,0,2043487,0,1889774,83.58872965
10/25/2023,0,0,0,0,0,0,10033,0,2260800,0,2043487,0,1889774,83.58872965
10/26/2023,0,0,0,0,0,0,9682,0,2260800,0,2043487,0,1889774,83.58872965
10/27/2023,0,0,0,0,0,0,10352,0,2260800,0,2043487,0,1889774,83.58872965
10/28/2023,0,0,0,0,0,0,7373,0,2260800,0,2043487,0,1889774,83.58872965
10/29/2023,0,0,0,0,0,0,3038,0,2260800,0,2043487,0,1889774,83.58872965
10/30/2023,0,0,0,0,0,0,8376,0,2260800,0,2043487,0,1889774,83.58872965
10/31/2023,0,0,0,0,0,0,7249,0,2260800,0,2043487,0,1889774,83.58872965
11/1/2023,0,0,0,0,0,0,8999,0,2260800,0,2043487,0,1889774,83.58872965
