date,polygon_id,polygon_name,fb_movement,fb_stay_put
2021-04-16,53033,King,-7.323,17.221
2021-04-17,53033,King,7.059,18.325
2021-04-18,53033,King,5.48,21.145000000000003
2021-04-19,53033,King,-10.132,19.035
2021-04-20,53033,King,-8.123000000000001,18.773
2021-04-21,53033,King,-7.9670000000000005,18.333
2021-04-22,53033,King,-12.979000000000001,18.873
2021-04-23,53033,King,-9.587,17.9
2021-04-24,53033,King,-7.3660000000000005,22.61
2021-04-25,53033,King,-5.461,24.096
2021-04-26,53033,King,-12.571000000000002,19.971000000000004
2021-04-27,53033,King,-11.848,19.616000000000003
2021-04-28,53033,King,-10.598,19.484
2021-04-29,53033,King,-11.489,18.457
2021-04-30,53033,King,-10.576,17.953000000000003
2021-05-01,53033,King,-1.435,19.93
2021-05-02,53033,King,-0.159,21.942999999999998
2021-05-03,53033,King,-12.813000000000002,20.430999999999997
2021-05-04,53033,King,-11.016,19.229
2021-05-05,53033,King,-10.154,18.557000000000002
2021-05-06,53033,King,-12.933,19.298000000000002
2021-05-07,53033,King,-10.349,18.352
2021-05-08,53033,King,1.714,19.172000000000004
2021-05-09,53033,King,1.6809999999999998,20.355999999999998
2021-05-10,53033,King,-9.815999999999999,18.679000000000002
2021-05-11,53033,King,-9.099,18.865000000000002
2021-05-12,53033,King,-11.206000000000001,18.988
2021-05-13,53033,King,-10.776,18.282999999999998
2021-05-14,53033,King,-6.447,16.959000000000003
2021-05-15,53033,King,6.183000000000001,18.592
2021-05-16,53033,King,6.329,20.348
2021-05-17,53033,King,-11.268,19.429
2021-05-18,53033,King,-11.913,19.718
2021-05-19,53033,King,-10.954,19.514
2021-05-20,53033,King,-11.556,19.147000000000002
2021-05-21,53033,King,-9.048,17.508000000000003
2021-05-22,53033,King,0.7230000000000001,19.436
2021-05-23,53033,King,-4.224000000000001,22.64
2021-05-24,53033,King,-13.823000000000002,20.71
2021-05-25,53033,King,-11.019,19.49
2021-05-26,53033,King,-9.908,19.153000000000002
2021-05-27,53033,King,-12.244,19.598
2021-05-28,53033,King,-7.513,17.029000000000003
2021-05-29,53033,King,8.082,17.903000000000002
2021-05-30,53033,King,7.423,19.89
2021-05-31,53033,King,-14.216000000000001,21.273000000000003
2021-06-01,53033,King,-4.573,17.975
2021-06-02,53033,King,-6.263000000000001,17.939000000000004
2021-06-03,53033,King,-8.030000000000001,17.412000000000003
2021-06-04,53033,King,-5.494000000000001,16.631
2021-06-05,53033,King,1.798,18.518
2021-06-06,53033,King,-3.7449999999999997,23.143
2021-06-07,53033,King,-11.78,19.209
2021-06-08,53033,King,-6.709000000000001,17.987000000000002
2021-06-09,53033,King,-6.860000000000001,17.630000000000003
2021-06-10,53033,King,-8.88,17.451000000000004
2021-06-11,53033,King,-6.984,17.865000000000002
2021-06-12,53033,King,5.918,17.651000000000003
2021-06-13,53033,King,-2.3529999999999998,23.105999999999998
2021-06-14,53033,King,-11.077,19.91
2021-06-15,53033,King,-6.1240000000000006,18.099
2021-06-16,53033,King,-4.234999999999999,17.145000000000003
2021-06-17,53033,King,-3.702,16.565
2021-06-18,53033,King,0.598,15.132000000000001
2021-06-19,53033,King,12.4,16.544
2021-06-20,53033,King,13.469999999999999,17.995
2021-06-21,53033,King,-3.757,17.708000000000002
2021-06-22,53033,King,-3.305,17.525000000000002
2021-06-23,53033,King,-2.839,16.973000000000003
2021-06-24,53033,King,-4.067,16.936
2021-06-25,53033,King,-2.1870000000000003,15.999000000000002
2021-06-26,53033,King,8.34,18.201
2021-06-27,53033,King,8.631000000000002,20.552
2021-06-28,53033,King,-8.572000000000001,20.032000000000004
2021-06-29,53033,King,-5.219,18.353
2021-06-30,53033,King,-5.232,17.268000000000004
2021-07-01,53033,King,-5.314000000000001,16.577
2021-07-02,53033,King,-2.154,15.675
2021-07-03,53033,King,9.331,16.865000000000002
2021-07-04,53033,King,7.331,18.678
2021-07-05,53033,King,-7.359,19.24
2021-07-06,53033,King,-3.01,17.664
2021-07-07,53033,King,-4.183,17.146
2021-07-08,53033,King,-6.04,16.935
2021-07-09,53033,King,-3.6060000000000003,15.658000000000003
2021-07-10,53033,King,10.711,16.505
2021-07-11,53033,King,10.472,18.829
2021-07-12,53033,King,-5.094,17.481
2021-07-13,53033,King,-2.915,17.067
2021-07-14,53033,King,-3.64,16.763
2021-07-15,53033,King,-4.776,16.435000000000002
2021-07-16,53033,King,-3.3419999999999996,15.807000000000002
2021-07-17,53033,King,10.652000000000001,17.068
2021-07-18,53033,King,12.938000000000002,18.854000000000003
2021-07-19,53033,King,-4.362,17.499000000000002
2021-07-20,53033,King,-4.976,17.534000000000002
2021-07-21,53033,King,-5.098,17.393
2021-07-22,53033,King,-8.747,17.112000000000002
2021-07-23,53033,King,-10.793999999999999,16.202000000000005
2021-07-24,53033,King,-2.215,17.48
2021-07-25,53033,King,-0.368,19.509999999999998
2021-07-26,53033,King,-16.899,18.151
2021-07-27,53033,King,-16.847,18.11
2021-07-28,53033,King,-16.361,17.293
2021-07-29,53033,King,-14.821000000000002,17.054000000000002
2021-07-30,53033,King,-8.365,16.192
2021-07-31,53033,King,4.951,17.633
2021-08-01,53033,King,4.997999999999999,19.892000000000003
2021-08-02,53033,King,-7.013000000000001,17.666
2021-08-03,53033,King,-5.218,16.897000000000002
2021-08-04,53033,King,-5.577000000000001,16.947000000000003
2021-08-05,53033,King,-6.2330000000000005,16.439
2021-08-06,53033,King,-6.679,16.372
2021-08-07,53033,King,3.71,18.226
2021-08-08,53033,King,7.281,19.953000000000003
2021-08-09,53033,King,-7.494000000000001,17.853
2021-08-10,53033,King,-3.5770000000000004,17.513
2021-08-11,53033,King,-3.216,16.589000000000002
2021-08-12,53033,King,-6.465,17.172
2021-08-13,53033,King,-5.618,16.939
2021-08-14,53033,King,5.547,17.877000000000002
2021-08-15,53033,King,9.22,19.672
2021-08-16,53033,King,-6.595000000000001,18.612000000000002
2021-08-17,53033,King,-7.293000000000001,18.133
2021-08-18,53033,King,-5.636000000000001,17.14
2021-08-19,53033,King,-7.756,17.371
2021-08-20,53033,King,-4.340999999999999,16.341
2021-08-21,53033,King,3.7409999999999997,17.749000000000002
2021-08-22,53033,King,4.261,20.738
2021-08-23,53033,King,-7.154000000000001,17.972
2021-08-24,53033,King,-6.213,17.445000000000004
2021-08-25,53033,King,-6.0440000000000005,16.857000000000006
2021-08-26,53033,King,-8.467,17.14
2021-08-27,53033,King,-6.235,16.353
2021-08-28,53033,King,7.887000000000001,17.107000000000003
2021-08-29,53033,King,8.415000000000001,19.55
2021-08-30,53033,King,-7.488,18.107
2021-08-31,53033,King,-7.3020000000000005,18.08
2021-09-01,53033,King,-4.216,16.365000000000002
2021-09-02,53033,King,-6.9380000000000015,16.027
2021-09-03,53033,King,-3.117,15.062999999999999
2021-09-04,53033,King,3.964,18.2
2021-09-05,53033,King,5.609000000000001,19.811
2021-09-06,53033,King,-15.491000000000001,21.297
2021-09-07,53033,King,-3.807,16.96
2021-09-08,53033,King,-5.976000000000001,16.908
2021-09-09,53033,King,-8.155000000000001,16.671000000000003
2021-09-10,53033,King,-5.974,15.858000000000002
2021-09-11,53033,King,5.153,18.108
2021-09-12,53033,King,-1.035,21.744
2021-09-13,53033,King,-7.2059999999999995,17.645000000000003
2021-09-14,53033,King,-6.362000000000001,17.587000000000003
2021-09-15,53033,King,-6.128000000000001,16.89
2021-09-16,53033,King,-7.875,16.63
2021-09-17,53033,King,-7.706,16.939999999999998
2021-09-18,53033,King,-1.553,19.539
2021-09-19,53033,King,-3.6630000000000003,22.106
